Provider,total_claims,unique_patients,unique_physicians,inpatient_claims,outpatient_claims,avg_claim_amount,total_claim_amount,max_claim_amount,avg_deductible,avg_hospital_stay,max_hospital_stay,avg_claim_duration,unique_diagnosis_1,unique_diagnosis_2,unique_diagnosis_3,avg_patient_age,deceased_patient_rate,chronic_alzheimer,chronic_heartfailure,chronic_kidney,chronic_cancer,chronic_diabetes,claims_per_patient,claims_per_physician,inpatient_ratio,diagnosis_diversity,PotentialFraud,FraudProbability,RiskCategory,PredictedFraud
PRV53659,5,5,2,0,5,136.0,680,500,0.0,0.0,0.0,0.0,4,4,3,77.2,0.0,1.4,1.2,1.4,1.8,1.6,1.0,2.5,0.0,0.8,0,0.0024,Low,0
PRV53660,35,34,5,0,35,170.57142857142858,5970,1200,10.0,0.0,0.0,0.6285714285714286,33,15,5,78.17142857142858,0.05714285714285714,1.7714285714285714,1.3714285714285714,1.7428571428571429,1.9142857142857144,1.4,1.0294117647058822,7.0,0.0,0.9428571428571428,0,0.0038,Low,0
PRV53661,1,1,1,0,1,200.0,200,200,0.0,0.0,0.0,0.0,1,0,0,78.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0.0015,Low,0
PRV53662,331,140,6,0,331,259.9093655589124,86030,3300,1.933534743202417,0.0,0.0,1.43202416918429,267,131,96,71.2809667673716,0.006042296072507553,1.444108761329305,1.4018126888217524,1.634441087613293,1.8972809667673716,1.338368580060423,2.3642857142857143,55.166666666666664,0.0,0.8066465256797583,0,0.1091,Low,0
PRV53663,76,55,3,0,76,260.6578947368421,19810,3300,1.5789473684210527,0.0,0.0,0.8421052631578947,69,43,32,68.25,0.0,1.75,1.3289473684210527,1.6973684210526316,1.868421052631579,1.2894736842105263,1.3818181818181818,25.333333333333332,0.0,0.9078947368421053,0,0.0046,Low,0
PRV53664,132,85,8,0,132,452.5,59730,3300,0.15151515151515152,0.0,0.0,2.8333333333333335,117,67,48,73.13636363636364,0.007575757575757576,1.5909090909090908,1.3409090909090908,1.5757575757575757,1.856060606060606,1.25,1.5529411764705883,16.5,0.0,0.8863636363636364,0,0.042,Low,0
PRV53665,65,36,2,0,65,251.23076923076923,16330,2300,1.8461538461538463,0.0,0.0,1.353846153846154,61,36,27,73.70769230769231,0.015384615384615385,1.676923076923077,1.4461538461538461,1.6923076923076923,1.876923076923077,1.3076923076923077,1.8055555555555556,32.5,0.0,0.9384615384615385,0,0.0034,Low,0
PRV53666,20,19,2,0,20,175.5,3510,1600,0.0,0.0,0.0,2.5,20,11,9,74.35,0.05,1.7,1.6,1.7,1.9,1.55,1.0526315789473684,10.0,0.0,1.0,0,0.0004,Low,0
PRV53667,9,8,3,9,0,17222.222222222223,155000,99000,1068.0,3.0,7.0,3.0,9,9,7,69.55555555555556,0.0,1.5555555555555556,1.4444444444444444,1.4444444444444444,1.6666666666666667,1.1111111111111112,1.125,3.0,1.0,1.0,0,0.1098,Low,0
PRV53668,16,16,6,16,0,8825.0,141200,31000,1068.0,4.625,22.0,4.625,16,14,14,65.4375,0.0,1.375,1.3125,1.375,1.875,1.0625,1.0,2.6666666666666665,1.0,1.0,1,0.9391,Critical,1
PRV53669,13,13,11,0,13,326.9230769230769,4250,1200,0.7692307692307693,0.0,0.0,2.076923076923077,12,8,6,71.6923076923077,0.07692307692307693,1.5384615384615385,1.5384615384615385,1.8461538461538463,1.8461538461538463,1.3846153846153846,1.0,1.1818181818181819,0.0,0.9230769230769231,0,0.0002,Low,0
PRV53670,1173,788,16,0,1173,274.89343563512364,322450,5600,2.864450127877238,0.0,0.0,1.4015345268542199,820,328,247,74.15004262574595,0.004262574595055414,1.6095481670929241,1.4185848252344415,1.6018755328218244,1.8346121057118498,1.2847399829497017,1.4885786802030456,73.3125,0.0,0.6990622335890878,1,0.1958,Low,0
PRV53671,55,46,19,31,24,4610.727272727273,253590,25000,582.7272727272727,2.1454545454545455,11.0,2.8,53,37,33,75.0,0.0,1.4,1.3818181818181818,1.490909090909091,1.8545454545454545,1.2363636363636363,1.1956521739130435,2.8947368421052633,0.5636363636363636,0.9636363636363636,1,0.1651,Low,0
PRV53672,487,377,9,0,487,291.7043121149897,142060,3300,2.0328542094455853,0.0,0.0,1.3285420944558521,390,180,120,73.53593429158111,0.014373716632443531,1.5975359342915811,1.3983572895277208,1.5790554414784395,1.8275154004106777,1.2895277207392197,1.2917771883289124,54.111111111111114,0.0,0.8008213552361396,0,0.04,Low,0
PRV53673,36,36,12,14,22,5045.277777777777,181630,27000,418.1111111111111,2.388888888888889,14.0,3.5,34,24,17,73.02777777777777,0.0,1.5555555555555556,1.4722222222222223,1.5,1.8611111111111112,1.1944444444444444,1.0,3.0,0.3888888888888889,0.9444444444444444,0,0.0203,Low,0
PRV53674,496,384,12,0,496,309.53629032258067,153530,14500,3.2056451612903225,0.0,0.0,1.2358870967741935,390,187,135,75.1633064516129,0.012096774193548387,1.5524193548387097,1.3891129032258065,1.5483870967741935,1.8084677419354838,1.247983870967742,1.2916666666666667,41.333333333333336,0.0,0.7862903225806451,0,0.0537,Low,0
PRV53675,297,276,90,76,221,2517.4410774410776,747680,57000,268.22222222222223,1.393939393939394,35.0,2.542087542087542,244,146,112,73.45791245791246,0.016835016835016835,1.595959595959596,1.4276094276094276,1.6228956228956228,1.835016835016835,1.3097643097643097,1.076086956521739,3.3,0.2558922558922559,0.8215488215488216,0,0.8658,Critical,1
PRV53676,471,374,1,0,471,355.71125265392783,167540,3300,2.208067940552017,0.0,0.0,1.454352441613588,365,181,121,74.64543524416136,0.006369426751592357,1.605095541401274,1.4267515923566878,1.5881104033970277,1.8407643312101911,1.3142250530785562,1.2593582887700534,471.0,0.0,0.7749469214437368,0,0.0427,Low,0
PRV53677,562,172,37,63,499,1375.711743772242,773150,57000,117.77224199288256,0.6370106761565836,35.0,1.6192170818505338,439,212,143,75.31138790035587,0.005338078291814947,1.6441281138790036,1.3701067615658362,1.5462633451957295,1.8469750889679715,1.2028469750889679,3.2674418604651163,15.18918918918919,0.11209964412811388,0.7811387900355872,1,0.9945,Critical,1
PRV53678,3,3,1,0,3,40.0,120,90,0.0,0.0,0.0,0.0,3,1,0,74.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.0,3.0,0.0,1.0,0,0.0002,Low,0
PRV53679,826,667,11,0,826,342.6392251815981,283020,4400,2.990314769975787,0.0,0.0,1.3329297820823245,619,264,191,74.1997578692494,0.006053268765133172,1.5883777239709442,1.4552058111380146,1.62590799031477,1.8268765133171914,1.3232445520581113,1.2383808095952025,75.0909090909091,0.0,0.7493946731234867,0,0.0272,Low,0
PRV53680,27,25,21,0,27,292.22222222222223,7890,2200,0.7407407407407407,0.0,0.0,1.7407407407407407,26,15,10,75.0,0.0,1.6296296296296295,1.5185185185185186,1.5925925925925926,1.8518518518518519,1.2592592592592593,1.08,1.2857142857142858,0.0,0.9629629629629629,0,0.0007,Low,0
PRV53681,31,26,25,0,31,321.61290322580646,9970,3300,2.2580645161290325,0.0,0.0,2.5483870967741935,29,22,13,74.96774193548387,0.0,1.6451612903225807,1.3870967741935485,1.5161290322580645,1.8064516129032258,1.1612903225806452,1.1923076923076923,1.24,0.0,0.9354838709677419,0,0.0009,Low,0
PRV53682,365,130,5,0,365,272.7945205479452,99570,3300,3.6986301369863015,0.0,0.0,1.8273972602739725,307,154,96,75.47671232876712,0.0,1.6,1.4082191780821918,1.5780821917808219,1.7232876712328766,1.336986301369863,2.8076923076923075,73.0,0.0,0.8410958904109589,0,0.1787,Low,0
PRV53683,9,8,8,2,7,4144.444444444444,37300,24000,237.33333333333334,1.7777777777777777,15.0,1.7777777777777777,8,8,6,73.77777777777777,0.0,1.8888888888888888,1.4444444444444444,1.6666666666666667,1.8888888888888888,1.3333333333333333,1.125,1.125,0.2222222222222222,0.8888888888888888,0,0.019,Low,0
PRV53684,4,4,2,0,4,642.5,2570,2400,0.0,0.0,0.0,1.25,4,2,1,71.5,0.0,1.75,1.25,1.5,2.0,1.25,1.0,2.0,0.0,1.0,0,0.001,Low,0
PRV53685,45,29,19,0,45,394.8888888888889,17770,3300,1.1111111111111112,0.0,0.0,1.8888888888888888,41,27,19,73.4888888888889,0.0,1.6888888888888889,1.3555555555555556,1.7555555555555555,1.8444444444444446,1.2666666666666666,1.5517241379310345,2.3684210526315788,0.0,0.9111111111111111,0,0.0016,Low,0
PRV53686,292,232,3,0,292,267.6027397260274,78140,3300,3.184931506849315,0.0,0.0,1.2431506849315068,257,126,92,74.41095890410959,0.00684931506849315,1.63013698630137,1.4623287671232876,1.5787671232876712,1.8595890410958904,1.2671232876712328,1.2586206896551724,97.33333333333333,0.0,0.8801369863013698,0,0.0408,Low,0
PRV53688,17,15,12,0,17,202.35294117647058,3440,1000,5.882352941176471,0.0,0.0,1.2352941176470589,17,8,2,69.29411764705883,0.0,1.6470588235294117,1.411764705882353,1.5294117647058822,1.9411764705882353,1.3529411764705883,1.1333333333333333,1.4166666666666667,0.0,1.0,0,0.0181,Low,0
PRV53689,561,383,7,0,561,317.5222816399287,178130,3300,3.7254901960784315,0.0,0.0,1.6559714795008913,449,207,136,74.68270944741533,0.012477718360071301,1.6185383244206775,1.4135472370766489,1.606060606060606,1.8698752228163993,1.3172905525846703,1.4647519582245432,80.14285714285714,0.0,0.8003565062388592,0,0.0567,Low,0
PRV53690,11,9,11,0,11,153.63636363636363,1690,900,0.0,0.0,0.0,0.0,10,3,1,73.18181818181819,0.0,1.4545454545454546,1.2727272727272727,1.8181818181818181,1.9090909090909092,1.2727272727272727,1.2222222222222223,1.0,0.0,0.9090909090909091,0,0.0003,Low,0
PRV53692,244,216,44,146,98,5727.868852459016,1397600,57000,605.5491803278688,3.1885245901639343,29.0,3.987704918032787,181,127,116,73.6311475409836,0.00819672131147541,1.540983606557377,1.3360655737704918,1.5,1.8278688524590163,1.2581967213114753,1.1296296296296295,5.545454545454546,0.5983606557377049,0.7418032786885246,1,0.9963,Critical,1
PRV53694,61,61,39,0,61,238.68852459016392,14560,3300,4.918032786885246,0.0,0.0,1.5573770491803278,57,36,27,75.0327868852459,0.0,1.6721311475409837,1.459016393442623,1.7049180327868851,1.8688524590163935,1.278688524590164,1.0,1.564102564102564,0.0,0.9344262295081968,0,0.0005,Low,0
PRV53695,116,78,16,0,116,276.8965517241379,32120,3300,5.689655172413793,0.0,0.0,1.6551724137931034,108,61,40,72.84482758620689,0.008620689655172414,1.5086206896551724,1.456896551724138,1.6293103448275863,1.8275862068965518,1.3103448275862069,1.4871794871794872,7.25,0.0,0.9310344827586207,0,0.0041,Low,0
PRV53696,15,15,13,0,15,322.0,4830,2100,6.666666666666667,0.0,0.0,2.0,14,10,6,67.33333333333333,0.0,1.7333333333333334,1.2666666666666666,1.4,1.9333333333333333,1.2666666666666666,1.0,1.1538461538461537,0.0,0.9333333333333333,0,0.0004,Low,0
PRV53697,114,100,37,71,43,7712.894736842105,879270,72000,665.1578947368421,3.4035087719298245,20.0,3.7982456140350878,101,83,67,73.64035087719299,0.008771929824561403,1.5350877192982457,1.3245614035087718,1.412280701754386,1.780701754385965,1.2017543859649122,1.14,3.081081081081081,0.6228070175438597,0.8859649122807017,0,0.9413,Critical,1
PRV53698,77,72,36,0,77,396.75324675324674,30550,3300,3.116883116883117,0.0,0.0,2.6103896103896105,72,43,24,75.36363636363636,0.0,1.5714285714285714,1.3636363636363635,1.5454545454545454,1.8571428571428572,1.2987012987012987,1.0694444444444444,2.138888888888889,0.0,0.935064935064935,0,0.0028,Low,0
PRV53699,361,280,7,2,359,362.797783933518,130970,10000,8.105263157894736,0.0221606648199446,6.0,1.332409972299169,312,154,104,74.41274238227147,0.008310249307479225,1.5346260387811634,1.3961218836565097,1.556786703601108,1.8365650969529086,1.2465373961218837,1.2892857142857144,51.57142857142857,0.00554016620498615,0.8642659279778393,0,0.0306,Low,0
PRV53700,913,454,1,0,913,241.31434830230012,220320,3300,2.3877327491785323,0.0,0.0,1.11829134720701,668,271,209,74.92552026286965,0.001095290251916758,1.624315443592552,1.4096385542168675,1.5936473165388827,1.8707557502738226,1.3012048192771084,2.011013215859031,913.0,0.0,0.7316538882803943,0,0.1101,Low,0
PRV53701,6,6,5,0,6,378.3333333333333,2270,1300,13.333333333333334,0.0,0.0,3.3333333333333335,6,5,3,74.33333333333333,0.0,1.1666666666666667,1.3333333333333333,2.0,1.8333333333333333,1.5,1.0,1.2,0.0,1.0,0,0.0008,Low,0
PRV53702,1010,729,7,0,1010,286.2079207920792,289070,3300,3.0396039603960396,0.0,0.0,1.4722772277227723,702,294,234,74.42178217821782,0.01287128712871287,1.5702970297029704,1.4128712871287128,1.600990099009901,1.8514851485148516,1.311881188118812,1.3854595336076818,144.28571428571428,0.0,0.695049504950495,0,0.1526,Low,0
PRV53703,39,39,30,0,39,157.94871794871796,6160,1300,0.0,0.0,0.0,0.38461538461538464,39,19,16,75.02564102564102,0.02564102564102564,1.4615384615384615,1.3076923076923077,1.564102564102564,1.8205128205128205,1.3846153846153846,1.0,1.3,0.0,1.0,0,0.0009,Low,0
PRV53704,15,15,8,0,15,196.66666666666666,2950,1000,0.0,0.0,0.0,2.2,15,11,7,75.66666666666667,0.0,1.8,1.6666666666666667,1.7333333333333334,2.0,1.2666666666666666,1.0,1.875,0.0,1.0,0,1e-04,Low,0
PRV53705,57,57,31,4,53,849.4736842105264,48420,17000,75.47368421052632,0.24561403508771928,6.0,1.2456140350877194,56,27,18,75.50877192982456,0.0,1.719298245614035,1.4385964912280702,1.6140350877192982,1.8771929824561404,1.3157894736842106,1.0,1.8387096774193548,0.07017543859649122,0.9824561403508771,0,0.0096,Low,0
PRV53706,473,445,109,282,191,5987.188160676533,2831940,119000,628.9090909090909,3.460887949260042,35.0,4.031712473572939,326,234,210,74.40169133192389,0.010570824524312896,1.5391120507399578,1.3382663847780127,1.4904862579281184,1.7822410147991543,1.2536997885835095,1.0629213483146067,4.339449541284404,0.5961945031712473,0.6892177589852009,1,0.9962,Critical,1
PRV53708,53,36,27,0,53,392.8301886792453,20820,3300,1.8867924528301887,0.0,0.0,2.0754716981132075,50,28,21,74.43396226415095,0.03773584905660377,1.4339622641509433,1.3584905660377358,1.509433962264151,1.8113207547169812,1.320754716981132,1.4722222222222223,1.962962962962963,0.0,0.9433962264150944,0,0.0069,Low,0
PRV53709,99,91,2,0,99,255.65656565656565,25310,3300,4.040404040404041,0.0,0.0,1.5151515151515151,94,50,31,74.97979797979798,0.0,1.5656565656565657,1.3434343434343434,1.5555555555555556,1.8585858585858586,1.2626262626262625,1.0879120879120878,49.5,0.0,0.9494949494949495,0,0.0012,Low,0
PRV53710,385,255,30,58,327,1597.4025974025974,615000,47000,161.91168831168832,0.7714285714285715,19.0,1.9766233766233767,310,162,119,74.61298701298702,0.007792207792207792,1.6467532467532469,1.405194805194805,1.5896103896103897,1.8805194805194805,1.2935064935064935,1.5098039215686274,12.833333333333334,0.15064935064935064,0.8051948051948052,0,0.9477,Critical,1
PRV53712,237,203,48,161,76,7942.700421940928,1882420,57000,721.9409282700421,4.413502109704641,35.0,4.9451476793248945,179,146,134,73.66666666666667,0.004219409282700422,1.5738396624472575,1.3670886075949367,1.518987341772152,1.8734177215189873,1.2658227848101267,1.167487684729064,4.9375,0.679324894514768,0.7552742616033755,1,0.9982,Critical,1
PRV53713,31,28,18,0,31,140.0,4340,500,5.483870967741935,0.0,0.0,0.7741935483870968,31,20,13,73.0,0.0,1.6451612903225807,1.4838709677419355,1.8064516129032258,1.8709677419354838,1.3225806451612903,1.1071428571428572,1.7222222222222223,0.0,1.0,0,0.0011,Low,0
PRV53714,144,68,1,0,144,307.7083333333333,44310,3300,1.875,0.0,0.0,0.6736111111111112,125,61,43,73.17361111111111,0.0,1.4722222222222223,1.3402777777777777,1.5486111111111112,1.8472222222222223,1.2291666666666667,2.1176470588235294,144.0,0.0,0.8680555555555556,0,0.0136,Low,0
PRV53715,24,21,3,0,24,297.5,7140,3200,1.25,0.0,0.0,1.0416666666666667,21,13,7,67.16666666666667,0.0,1.75,1.625,1.7083333333333333,1.75,1.2916666666666667,1.1428571428571428,8.0,0.0,0.875,0,0.0028,Low,0
PRV53716,33,30,3,0,33,224.24242424242425,7400,3100,5.151515151515151,0.0,0.0,1.0909090909090908,31,18,14,68.63636363636364,0.030303030303030304,1.696969696969697,1.4848484848484849,1.696969696969697,1.9393939393939394,1.3636363636363635,1.1,11.0,0.0,0.9393939393939394,0,0.0017,Low,0
PRV53717,61,37,2,0,61,294.0983606557377,17940,2500,0.0,0.0,0.0,2.622950819672131,52,34,22,72.63934426229508,0.01639344262295082,1.5737704918032787,1.4426229508196722,1.5081967213114753,1.901639344262295,1.2950819672131149,1.6486486486486487,30.5,0.0,0.8524590163934426,0,0.011,Low,0
PRV53718,1,1,1,0,1,200.0,200,200,0.0,0.0,0.0,0.0,1,1,0,71.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0.001,Low,0
PRV53719,5,5,1,0,5,154.0,770,600,0.0,0.0,0.0,0.2,5,4,3,66.0,0.0,2.0,1.4,1.4,2.0,1.6,1.0,5.0,0.0,1.0,0,0.0006,Low,0
PRV53720,55,51,1,0,55,249.0909090909091,13700,3300,8.181818181818182,0.0,0.0,1.709090909090909,49,37,24,69.36363636363636,0.01818181818181818,1.6,1.5272727272727273,1.6363636363636365,1.8727272727272728,1.3454545454545455,1.0784313725490196,55.0,0.0,0.8909090909090909,0,0.009,Low,0
PRV53721,5,5,2,0,5,512.0,2560,1600,0.0,0.0,0.0,0.0,5,2,0,67.0,0.0,1.4,1.6,1.8,1.6,1.0,1.0,2.5,0.0,1.0,0,0.0002,Low,0
PRV53722,6,6,3,0,6,166.66666666666666,1000,400,0.0,0.0,0.0,0.0,5,4,2,72.16666666666667,0.0,1.6666666666666667,1.6666666666666667,1.5,1.8333333333333333,1.5,1.0,2.0,0.0,0.8333333333333334,0,0.0003,Low,0
PRV53723,6,6,3,0,6,650.0,3900,3300,0.0,0.0,0.0,0.0,6,4,4,80.33333333333333,0.0,1.5,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,0.0,1.0,0,0.0016,Low,0
PRV53724,2,2,2,0,2,60.0,120,70,0.0,0.0,0.0,10.0,2,2,0,80.5,0.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,0.0,1.0,0,0.0002,Low,0
PRV53725,1,1,1,0,1,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1,80.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0.0205,Low,0
PRV53726,16,12,2,0,16,231.875,3710,2100,0.0,0.0,0.0,0.5,15,8,5,74.375,0.0,1.6875,1.125,1.4375,2.0,1.1875,1.3333333333333333,8.0,0.0,0.9375,0,0.0018,Low,0
PRV53727,20,17,3,0,20,361.5,7230,2400,0.5,0.0,0.0,4.05,20,10,8,71.55,0.0,1.55,1.45,1.55,1.65,1.3,1.1764705882352942,6.666666666666667,0.0,1.0,0,0.0005,Low,0
PRV53728,14,14,2,0,14,248.57142857142858,3480,1400,0.0,0.0,0.0,0.0,14,7,6,71.21428571428571,0.0,1.6428571428571428,1.4285714285714286,1.6428571428571428,1.7857142857142858,1.3571428571428572,1.0,7.0,0.0,1.0,0,0.0011,Low,0
PRV53729,3,3,2,0,3,633.3333333333334,1900,1800,0.0,0.0,0.0,0.0,3,2,2,83.0,0.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.5,0.0,1.0,0,0.0014,Low,0
PRV53730,2,2,1,0,2,115.0,230,200,0.0,0.0,0.0,0.0,2,0,0,97.0,0.0,2.0,1.0,1.5,1.5,1.0,1.0,2.0,0.0,1.0,0,0.0009,Low,0
PRV53731,4,4,2,0,4,665.0,2660,2500,0.0,0.0,0.0,0.0,4,2,2,75.25,0.0,1.25,1.75,1.25,2.0,1.0,1.0,2.0,0.0,1.0,0,0.0011,Low,0
PRV53732,15,15,1,0,15,210.0,3150,900,2.6666666666666665,0.0,0.0,0.8666666666666667,14,9,6,75.26666666666667,0.0,1.5333333333333334,1.3333333333333333,1.7333333333333334,1.8666666666666667,1.2666666666666666,1.0,15.0,0.0,0.9333333333333333,0,0.0034,Low,0
PRV53733,20,19,1,0,20,321.5,6430,2200,1.0,0.0,0.0,1.05,20,13,9,73.45,0.0,1.75,1.65,1.75,1.85,1.4,1.0526315789473684,20.0,0.0,1.0,0,0.001,Low,0
PRV53734,1,1,1,0,1,20.0,20,20,0.0,0.0,0.0,0.0,1,1,1,61.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0.0052,Low,0
PRV53735,3,3,2,0,3,270.0,810,310,0.0,0.0,0.0,0.0,3,1,2,66.0,0.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,2.0,1.0,1.5,0.0,1.0,0,0.0002,Low,0
PRV53740,47,29,2,0,47,258.29787234042556,12140,1900,10.638297872340425,0.0,0.0,1.9148936170212767,42,26,21,70.51063829787235,0.02127659574468085,1.5319148936170213,1.4893617021276595,1.6170212765957446,1.7872340425531914,1.3404255319148937,1.6206896551724137,23.5,0.0,0.8936170212765957,0,0.0099,Low,0
PRV53741,7,7,4,0,7,341.42857142857144,2390,1700,0.0,0.0,0.0,2.857142857142857,7,4,4,76.28571428571429,0.0,1.5714285714285714,1.4285714285714286,1.4285714285714286,1.7142857142857142,1.1428571428571428,1.0,1.75,0.0,1.0,0,0.0002,Low,0
PRV53743,31,31,9,0,31,456.1290322580645,14140,3300,3.870967741935484,0.0,0.0,1.2258064516129032,29,13,11,70.16129032258064,0.0,1.5161290322580645,1.5483870967741935,1.6129032258064515,1.935483870967742,1.096774193548387,1.0,3.4444444444444446,0.0,0.9354838709677419,0,0.001,Low,0
PRV53745,23,20,7,0,23,163.47826086956522,3760,700,3.4782608695652173,0.0,0.0,2.8260869565217392,21,12,5,75.82608695652173,0.043478260869565216,1.6521739130434783,1.3043478260869565,1.6956521739130435,1.8695652173913044,1.434782608695652,1.15,3.2857142857142856,0.0,0.9130434782608695,0,0.0026,Low,0
PRV53746,6,6,1,6,0,5833.333333333333,35000,10000,1068.0,3.8333333333333335,9.0,3.8333333333333335,6,5,5,73.0,0.0,1.3333333333333333,1.3333333333333333,1.5,2.0,1.0,1.0,6.0,1.0,1.0,0,0.0024,Low,0
PRV53749,69,64,24,24,45,3497.8260869565215,241350,32000,356.0,2.246376811594203,35.0,2.347826086956522,65,37,35,73.8695652173913,0.0,1.5217391304347827,1.391304347826087,1.5072463768115942,1.8985507246376812,1.2753623188405796,1.078125,2.875,0.34782608695652173,0.9420289855072463,1,0.9544,Critical,1
PRV53750,1245,380,23,1,1244,283.9116465863454,353470,7000,2.6329317269076307,0.004016064257028112,5.0,1.4923694779116465,842,349,243,73.56465863453815,0.011244979919678716,1.5847389558232932,1.432128514056225,1.6128514056224899,1.8602409638554216,1.265863453815261,3.276315789473684,54.130434782608695,0.0008032128514056225,0.6763052208835342,0,0.4218,Medium,0
PRV53751,22,22,11,0,22,412.27272727272725,9070,3100,0.0,0.0,0.0,1.2272727272727273,20,13,7,71.18181818181819,0.0,1.5909090909090908,1.6363636363636365,1.6363636363636365,1.8636363636363635,1.3181818181818181,1.0,2.0,0.0,0.9090909090909091,0,0.0012,Low,0
PRV53752,35,34,22,0,35,338.2857142857143,11840,2600,5.714285714285714,0.0,0.0,1.9142857142857144,31,21,16,75.51428571428572,0.0,1.4,1.457142857142857,1.6285714285714286,1.7428571428571429,1.3142857142857143,1.0294117647058822,1.5909090909090908,0.0,0.8857142857142857,0,0.0009,Low,0
PRV53754,9,9,7,0,9,281.1111111111111,2530,1800,0.0,0.0,0.0,2.2222222222222223,9,7,7,76.33333333333333,0.0,1.4444444444444444,1.1111111111111112,1.3333333333333333,2.0,1.1111111111111112,1.0,1.2857142857142858,0.0,1.0,0,0.0021,Low,0
PRV53755,20,20,9,0,20,102.5,2050,400,10.5,0.0,0.0,0.8,20,14,11,72.45,0.0,1.7,1.55,1.6,1.65,1.35,1.0,2.2222222222222223,0.0,1.0,0,0.0004,Low,0
PRV53756,59,59,21,0,59,308.64406779661016,18210,3300,1.3559322033898304,0.0,0.0,1.3728813559322033,54,26,18,70.40677966101696,0.0,1.5084745762711864,1.4067796610169492,1.6610169491525424,1.8983050847457628,1.2372881355932204,1.0,2.8095238095238093,0.0,0.9152542372881356,0,0.0009,Low,0
PRV53757,56,54,20,1,55,664.8214285714286,37230,23000,19.071428571428573,0.125,7.0,2.8035714285714284,53,32,28,73.125,0.0,1.5178571428571428,1.4464285714285714,1.5892857142857142,1.8571428571428572,1.2857142857142858,1.037037037037037,2.8,0.017857142857142856,0.9464285714285714,0,0.0157,Low,0
PRV53759,56,52,28,0,56,214.64285714285714,12020,3200,2.3214285714285716,0.0,0.0,1.8392857142857142,46,37,24,74.80357142857143,0.0,1.6071428571428572,1.375,1.6428571428571428,1.8214285714285714,1.2857142857142858,1.0769230769230769,2.0,0.0,0.8214285714285714,0,0.0041,Low,0
PRV53761,38,38,25,0,38,262.63157894736844,9980,3000,6.578947368421052,0.0,0.0,1.1842105263157894,38,23,15,69.71052631578948,0.02631578947368421,1.605263157894737,1.5,1.6578947368421053,1.9210526315789473,1.3421052631578947,1.0,1.52,0.0,1.0,0,0.0007,Low,0
PRV53762,618,557,95,84,534,1751.990291262136,1082730,112000,144.1359223300971,0.9207119741100324,35.0,1.9514563106796117,462,248,204,73.66990291262135,0.016181229773462782,1.6003236245954693,1.4271844660194175,1.5760517799352751,1.8349514563106797,1.2540453074433657,1.1095152603231597,6.505263157894737,0.13592233009708737,0.7475728155339806,1,0.9855,Critical,1
PRV53763,58,57,1,58,0,12741.379310344828,739000,57000,1031.1724137931035,5.4655172413793105,27.0,5.4655172413793105,44,50,46,73.13793103448276,0.017241379310344827,1.4310344827586208,1.2241379310344827,1.4310344827586208,1.8448275862068966,1.1206896551724137,1.0175438596491229,58.0,1.0,0.7586206896551724,1,0.9575,Critical,1
PRV53764,39,38,26,1,38,317.6923076923077,12390,2000,28.923076923076923,0.02564102564102564,1.0,1.4102564102564104,37,22,15,73.92307692307692,0.02564102564102564,1.564102564102564,1.435897435897436,1.4615384615384615,1.8717948717948718,1.2307692307692308,1.0263157894736843,1.5,0.02564102564102564,0.9487179487179487,0,0.0014,Low,0
PRV53765,67,66,19,0,67,374.32835820895525,25080,3300,1.3432835820895523,0.0,0.0,1.1791044776119404,65,41,21,73.91044776119404,0.0,1.507462686567164,1.462686567164179,1.6417910447761195,1.835820895522388,1.373134328358209,1.0151515151515151,3.526315789473684,0.0,0.9701492537313433,0,0.0011,Low,0
PRV53766,30,29,21,0,30,162.0,4860,1200,3.3333333333333335,0.0,0.0,0.2,30,12,8,73.5,0.0,1.6666666666666667,1.4,1.6333333333333333,1.8666666666666667,1.3,1.0344827586206897,1.4285714285714286,0.0,1.0,0,0.0016,Low,0
PRV53767,18,18,8,0,18,229.44444444444446,4130,2400,7.777777777777778,0.0,0.0,2.2222222222222223,17,8,6,75.66666666666667,0.05555555555555555,1.3888888888888888,1.3888888888888888,1.5555555555555556,1.8888888888888888,1.2777777777777777,1.0,2.25,0.0,0.9444444444444444,0,0.0013,Low,0
PRV53768,62,59,35,5,57,599.6774193548387,37180,6000,74.2258064516129,0.3387096774193548,7.0,1.6129032258064515,61,34,23,68.75806451612904,0.0,1.5161290322580645,1.532258064516129,1.5806451612903225,1.903225806451613,1.3064516129032258,1.0508474576271187,1.7714285714285714,0.08064516129032258,0.9838709677419355,0,0.002,Low,0
